umur,pendapatan,skor_kredit,jumlah_pinjaman,rasio_pinjaman_pendapatan,disetujui_encoded,pekerjaan_Freelance,pekerjaan_Kontrak,pekerjaan_Tetap,kategori_umur_Dewasa,kategori_umur_Muda,kategori_umur_Senior,kategori_skor_kredit_Excellent,kategori_skor_kredit_Fair,kategori_skor_kredit_Good,kategori_skor_kredit_Poor,kategori_pendapatan_Rendah,kategori_pendapatan_Sedang,kategori_pendapatan_Tinggi
0.020679724837616813,-0.26017562079753237,-0.5491394029504109,-1.4096002075960643,-0.8292863729078017,1,False,True,False,True,False,False,False,True,False,False,False,True,False
0.10613313325752195,-0.49572023051025244,1.0190946875690685,-0.7914193325676095,-0.4344780224179581,1,False,False,True,True,False,False,False,False,True,False,False,True,False
0.27703995009733223,-0.3015218261181205,1.1478303218654438,-0.6791518170932609,-0.47176885918773986,1,False,False,True,True,False,False,False,False,True,False,False,True,False
-1.5174816267206757,-0.8419116537424767,1.7212890564583878,-0.04340057583946659,0.287750374898376,0,False,False,True,False,True,False,True,False,False,False,True,False,False
1.1315740342963836,-1.5171405826997109,0.11794524749444234,-1.1006649129697559,0.48190628142094105,0,True,False,False,False,False,True,False,True,False,False,True,False,False
0.6188535837769528,-1.0245592453120442,-0.8300171505061386,1.4871474020853281,1.7112347383004476,0,True,False,False,True,False,False,False,True,False,False,True,False,False
1.387934259556099,1.4524765712771126,-0.9587527848025137,1.724153345156092,-0.2860429425870119,1,True,False,False,False,False,True,False,False,False,True,False,False,True
1.473387667976004,-0.40145760369891803,-1.052378700654423,-0.23111782603039174,-0.2000773476865337,1,True,False,False,False,False,True,False,False,False,True,False,True,False
0.5334001753570476,0.5791683743755188,-0.6193588398393428,-0.3739460301364196,-0.6416262769501224,0,False,True,False,True,False,False,False,True,False,False,False,True,False
-1.6029350351405807,0.8546854323991889,-0.8300171505061386,-0.5397213435386462,-0.7517517451057766,0,True,False,False,False,True,False,False,True,False,False,False,False,True
0.10613313325752195,-0.6435976052922325,-0.712984755691252,-1.2206337821839903,-0.5989124451673019,0,False,True,False,True,False,False,False,True,False,False,True,False,False
0.27703995009733223,1.6230215188185493,0.09453876853146503,0.11395324295507171,-0.7118626666867629,1,False,True,False,True,False,False,False,True,False,False,False,False,True
0.7043069921968579,-0.9732822126594945,-0.6544685582838087,-1.535392362213876,-0.6363622990277101,0,False,True,False,True,False,False,False,True,False,False,True,False,False
1.0461206258764784,-1.081817165826894,-1.8716054643586286,-0.2529547663963429,0.4637624520672301,0,True,False,False,False,False,True,False,False,False,True,True,False,False
0.27703995009733223,-0.5277380824416652,0.5158553898650565,0.8203087534119995,0.4512577043057533,0,False,False,True,True,False,False,False,False,True,False,False,True,False
0.8752138090366681,1.3650652665011345,0.41052623453165865,-1.3544995176944188,-1.0391597024272958,1,False,True,False,False,False,True,False,False,True,False,False,False,True
1.1315740342963836,-1.2326706260628046,-0.7246879951727406,0.4240310520670849,1.3727102244474871,1,False,True,False,False,False,True,False,True,False,False,True,False,False
1.0461206258764784,-1.1432885232717283,-0.8768301084320931,1.3182390562119155,1.9077033502644154,0,True,False,False,False,False,True,False,True,False,False,True,False,False
-0.7484009509415294,-1.3179502790721327,-0.5608426424318995,-0.706652413566731,0.47764299613671735,1,False,True,False,True,False,False,False,True,False,False,True,False,False
1.1315740342963836,0.6954029639350735,-0.42040376865403567,-0.40738359180680667,-0.6792777138005502,0,False,True,False,False,False,True,False,True,False,False,False,False,True
-1.0047611762012447,-1.3010897401805364,-0.6661717977652973,-1.0046608440851579,0.14512366850863975,0,True,False,False,False,True,False,False,True,False,False,True,False,False
-0.4065873172619089,1.0046698166963752,0.9488752506801367,1.4927083773355911,-0.206641633765195,1,False,False,True,True,False,False,False,False,True,False,False,False,True
-1.5174816267206757,-0.45066837386620834,-0.09271306317235341,0.4549865446150352,0.18497343324018237,1,False,True,False,False,True,False,False,True,False,False,False,True,False
0.44794676693714247,0.5030764004853114,0.22327440282784022,1.3762158231766315,-0.038861637295748826,1,True,False,False,True,False,False,False,True,False,False,False,True,False
1.1315740342963836,0.32333659458614455,-1.4268823640620598,0.654006287053388,-0.20559954681062562,0,True,False,False,False,False,True,False,False,False,True,False,True,False
-0.492040725681814,-0.15488471331433343,0.3286035581612381,-1.3805751006922424,-0.8417670526342633,1,False,True,False,True,False,False,False,False,True,False,False,True,False
1.473387667976004,0.719102794786518,-2.03545081709947,-0.8605137083475551,-0.8244136533730819,1,True,False,False,False,False,True,False,False,False,True,False,False,True
1.2170274427162886,0.981031688490279,1.7446955354213651,-0.18907453757291262,-0.6749615798680768,1,False,False,True,False,False,True,True,False,False,False,False,False,True
0.7043069921968579,-1.6052094669256416,1.779805253865831,-0.9151253074005796,1.0297759604691512,0,False,False,True,True,False,False,True,False,False,False,True,False,False
1.473387667976004,0.11360542237825702,0.024319331642533124,1.5532055649761938,0.24578645255138296,0,False,True,False,False,False,True,False,True,False,False,False,True,False
